"id","user_hash","time","old_status","old_is_on_mobile","old_activity","new_status","new_is_on_mobile","new_activity"
2515,Heron,2025-10-26 15:10:47.591 +0100,online,false,VALORANT,online,false,Valorant Tracker App
2514,Heron,2025-10-26 15:10:37.102 +0100,online,false,,online,false,VALORANT
2513,Heron,2025-10-26 15:08:43.492 +0100,offline,false,,online,false,
2512,Greyhound,2025-10-26 15:07:56.804 +0100,idle,false,,offline,false,
2511,Greyhound,2025-10-26 15:03:29.259 +0100,offline,false,,idle,false,
2510,Kudu,2025-10-26 14:55:01.149 +0100,offline,false,,online,false,is the partytent open on the side?
2509,Kudu,2025-10-26 14:53:02.568 +0100,online,false,is the partytent open on the side?,offline,false,
2508,Kudu,2025-10-26 14:51:53.903 +0100,online,true,is the partytent open on the side?,online,false,is the partytent open on the side?
2507,Kudu,2025-10-26 14:51:00.155 +0100,online,true,is the partytent open on the side?,online,true,is the partytent open on the side?
2506,Kudu,2025-10-26 14:46:56.258 +0100,online,true,is the partytent open on the side?,online,true,is the partytent open on the side?
2505,Kookaburra,2025-10-26 14:46:16.947 +0100,idle,false,,online,false,
2504,Greyhound,2025-10-26 14:45:33.809 +0100,idle,false,,offline,false,
2503,Kudu,2025-10-26 14:45:17.305 +0100,online,false,is the partytent open on the side?,online,true,is the partytent open on the side?
2502,Penguin,2025-10-26 14:42:13.976 +0100,online,false,Rocking out to some tunes. • Betty.bot,online,false,Vibing to your favorite tracks. • Betty.bot
2501,Greyhound,2025-10-26 14:41:55.424 +0100,online,false,,idle,false,
2500,Kookaburra,2025-10-26 14:41:46.688 +0100,online,false,,idle,false,
2499,Salmon,2025-10-26 14:40:48.954 +0100,online,false,,idle,false,
2498,Kudu,2025-10-26 14:39:14.458 +0100,online,true,is the partytent open on the side?,online,false,is the partytent open on the side?
2497,Kudu,2025-10-26 14:37:09.092 +0100,online,true,is the partytent open on the side?,online,true,is the partytent open on the side?
2496,Kudu,2025-10-26 14:37:07.579 +0100,online,false,is the partytent open on the side?,online,true,is the partytent open on the side?
